id,target
401,-1.6735739707946777
402,0.7884527444839478
403,0.38171929121017456
404,-0.002099655568599701
405,0.5668173432350159
406,0.0625186637043953
407,-0.7539427280426025
408,-0.3346467614173889
409,0.00020439177751541138
410,-1.1446620225906372
411,-0.9357153177261353
412,-0.2365734875202179
413,-0.6196865439414978
414,-0.4231474995613098
415,0.1504310965538025
416,-0.3811407685279846
417,-0.700531542301178
418,0.3783932328224182
419,-1.3155817985534668
420,0.5447767376899719
421,0.4051111340522766
422,-0.002686433494091034
423,0.35463380813598633
424,0.12995827198028564
425,0.6336559057235718
426,0.027938075363636017
427,0.43879038095474243
428,-0.1011376902461052
429,0.5406498312950134
430,0.47071343660354614
431,0.2809740900993347
432,1.1090056896209717
433,-0.32762426137924194
434,0.26687031984329224
435,0.1632731556892395
436,0.05765778571367264
437,-2.596102476119995
438,1.5124458074569702
439,-0.12493156641721725
440,-0.3209954798221588
441,0.27791112661361694
442,0.38188427686691284
443,-2.1581554412841797
444,-0.06677629798650742
445,-1.013286828994751
446,-0.59746915102005
447,0.8798862099647522
448,0.30155959725379944
449,0.4379473328590393
450,-0.7220975160598755
451,0.07668972760438919
452,-0.220930278301239
453,-0.42161649465560913
454,0.42944908142089844
455,-1.7662007808685303
456,0.20291578769683838
457,-1.8750648498535156
458,-0.4437330961227417
459,0.17952746152877808
460,0.7085017561912537
461,0.705970048904419
462,-0.6348444223403931
463,-0.25701379776000977
464,-0.5888020396232605
465,-0.4645754098892212
466,0.9657745957374573
467,-0.17778968811035156
468,-0.27260977029800415
469,0.36001718044281006
470,-0.01603936403989792
471,-0.9026395082473755
472,0.4599146246910095
473,0.5129747986793518
474,0.6428272128105164
475,0.15031558275222778
476,-1.5082889795303345
477,-0.7447122931480408
478,-0.7369521260261536
479,-0.5384159088134766
480,0.22837263345718384
481,0.5259408354759216
482,0.18376415967941284
483,0.3023025393486023
484,-0.16788196563720703
485,-2.7254161834716797
486,0.11683941632509232
487,-0.5803698897361755
488,0.41672512888908386
489,-0.3994055390357971
490,0.6679800152778625
491,-0.009927801787853241
492,0.7265980243682861
493,-4.642845153808594
494,-0.1733778715133667
495,-0.17975443601608276
496,0.4988677501678467
497,0.8144785165786743
498,0.7833899259567261
499,0.3332129120826721
500,0.8425080180168152
501,-1.0225554704666138
502,-0.2310556173324585
503,-0.3639678359031677
504,0.5314393639564514
505,0.2253192663192749
506,1.2988675832748413
507,0.19914895296096802
508,0.02876431494951248
509,0.5531898736953735
510,0.11338657885789871
511,0.21264797449111938
512,-0.5826088786125183
513,0.006163068115711212
514,0.36348527669906616
515,0.1508471667766571
516,-3.564729690551758
517,0.21472811698913574
518,-0.3765910267829895
519,-0.32466018199920654
520,-0.04511921852827072
521,0.25952428579330444
522,0.1536760926246643
523,2.0692434310913086
524,0.20382308959960938
525,-0.4449344277381897
526,0.29364103078842163
527,0.002739854156970978
528,-1.466343879699707
529,-0.012653522193431854
530,0.27908894419670105
531,0.1287657618522644
532,-0.2411370873451233
533,-0.3817620873451233
534,2.2748775482177734
535,0.3812769055366516
536,-0.750167191028595
537,0.44808048009872437
538,-0.9911933541297913
539,-0.2314719557762146
540,0.031425245106220245
541,0.019550330936908722
542,-4.56688928604126
543,0.28430622816085815
544,-0.5055592656135559
545,-0.6320565342903137
546,-0.352258563041687
547,0.46621817350387573
548,-0.43886715173721313
549,0.22370412945747375
550,3.3847157955169678
551,-0.17611604928970337
552,0.019839055836200714
553,-0.7965908646583557
554,1.7898575067520142
555,0.2464449405670166
556,-0.0381079837679863
557,-1.6779521703720093
558,1.870835781097412
559,-1.3586599826812744
560,2.6428685188293457
561,-0.3550505042076111
562,-1.2332838773727417
563,-1.7051092386245728
564,-0.4944230318069458
565,0.2586689591407776
566,2.293602466583252
567,-0.7210522294044495
568,1.5307472944259644
569,-0.5604614019393921
570,0.5994462370872498
571,0.06175381690263748
572,0.3158581852912903
573,-0.8277207016944885
574,0.5690796971321106
575,1.7099125385284424
576,-0.4885343313217163
577,-0.15526115894317627
578,0.5501641631126404
579,0.33370476961135864
580,-0.5048925280570984
581,-0.28990107774734497
582,-1.5029655694961548
583,-1.0755926370620728
584,0.6305520534515381
585,0.31335967779159546
586,-2.1272101402282715
587,0.4571893811225891
588,0.3090384602546692
589,-1.8801794052124023
590,1.382319450378418
591,-2.1171841621398926
592,0.1461237072944641
593,-0.9590924382209778
594,-0.08357518166303635
595,1.507567286491394
596,0.008058078587055206
597,-0.13370710611343384
598,0.3546607494354248
599,-0.18916970491409302
600,0.4124167561531067
601,-0.5707986950874329
602,-0.8957779407501221
603,0.2180153727531433
604,-1.2055200338363647
605,0.004180260002613068
606,-2.4551751613616943
607,-0.1601889729499817
608,-0.9935402274131775
609,-0.5313056111335754
610,-0.3499234914779663
611,-0.15794894099235535
612,1.3891117572784424
