Id,SalePrice
1461,102400.0
1462,197120.0
1463,170496.0
1464,178688.0
1465,215040.0
1466,167424.0
1467,185856.0
1468,161792.0
1469,188928.0
1470,119296.0
1471,177664.0
1472,104960.0
1473,94720.0
1474,173056.0
1475,126464.0
1476,353792.0
1477,275968.0
1478,318976.0
1479,327168.0
1480,436736.0
1481,311808.0
1482,226816.0
1483,173568.0
1484,159744.0
1485,203264.0
1486,201216.0
1487,336384.0
1488,239616.0
1489,200192.0
1490,241664.0
1491,208384.0
1492,95232.0
1493,186880.0
1494,326144.0
1495,304640.0
1496,247296.0
1497,168960.0
1498,175104.0
1499,174592.0
1500,172544.0
1501,210432.0
1502,146432.0
1503,310784.0
1504,246784.0
1505,225280.0
1506,203264.0
1507,231424.0
1508,198144.0
1509,162304.0
1510,152064.0
1511,167936.0
1512,191488.0
1513,147968.0
1514,172544.0
1515,205312.0
1516,148992.0
1517,155648.0
1518,117248.0
1519,225792.0
1520,153088.0
1521,128512.0
1522,192000.0
1523,106496.0
1524,145920.0
1525,105984.0
1526,107520.0
1527,85504.0
1528,152064.0
1529,153088.0
1530,206336.0
1531,160256.0
1532,115200.0
1533,167424.0
1534,122368.0
1535,128512.0
1536,87552.0
1537,36864.0
1538,159232.0
1539,202240.0
1540,122880.0
1541,143872.0
1542,123392.0
1543,199168.0
1544,107008.0
1545,143872.0
1546,152064.0
1547,146944.0
1548,157184.0
1549,123392.0
1550,156160.0
1551,137728.0
1552,140800.0
1553,147968.0
1554,127488.0
1555,152064.0
1556,117248.0
1557,90112.0
1558,122368.0
1559,65536.0
1560,138752.0
1561,145920.0
1562,130048.0
1563,127488.0
1564,150016.0
1565,126464.0
1566,242176.0
1567,80384.0
1568,249856.0
1569,101888.0
1570,130560.0
1571,102912.0
1572,136704.0
1573,208896.0
1574,124928.0
1575,209408.0
1576,244224.0
1577,176640.0
1578,154112.0
1579,153088.0
1580,192000.0
1581,154624.0
1582,143872.0
1583,281600.0
1584,214528.0
1585,136192.0
1586,38400.0
1587,126976.0
1588,165376.0
1589,115712.0
1590,129024.0
1591,90624.0
1592,128000.0
1593,140800.0
1594,158208.0
1595,105984.0
1596,231936.0
1597,196096.0
1598,221184.0
1599,187904.0
1600,181760.0
1601,55808.0
1602,90624.0
1603,72192.0
1604,256512.0
1605,241152.0
1606,171520.0
1607,161792.0
1608,213504.0
1609,194048.0
1610,158208.0
1611,138752.0
1612,176640.0
1613,154112.0
1614,125440.0
1615,89088.0
1616,65536.0
1617,70144.0
1618,124416.0
1619,159232.0
1620,161280.0
1621,132608.0
1622,142848.0
1623,255488.0
1624,198144.0
1625,128512.0
1626,183296.0
1627,180224.0
1628,264704.0
1629,174080.0
1630,363520.0
1631,262656.0
1632,268800.0
1633,185856.0
1634,194048.0
1635,183296.0
1636,156160.0
1637,181760.0
1638,186368.0
1639,177664.0
1640,251392.0
1641,169472.0
1642,249344.0
1643,213504.0
1644,231936.0
1645,203776.0
1646,169472.0
1647,152064.0
1648,120832.0
1649,141824.0
1650,129536.0
1651,112128.0
1652,124416.0
1653,120320.0
1654,169472.0
1655,157184.0
1656,168448.0
1657,175616.0
1658,171008.0
1659,135680.0
1660,133120.0
1661,402432.0
1662,367104.0
1663,370688.0
1664,411136.0
1665,317952.0
1666,296448.0
1667,369664.0
1668,363008.0
1669,328704.0
1670,360960.0
1671,295424.0
1672,417792.0
1673,301568.0
1674,271872.0
1675,216064.0
1676,223744.0
1677,221696.0
1678,414208.0
1679,375296.0
1680,332288.0
1681,285184.0
1682,321024.0
1683,209408.0
1684,186880.0
1685,183808.0
1686,163840.0
1687,181248.0
1688,198656.0
1689,199168.0
1690,205312.0
1691,197632.0
1692,271872.0
1693,188928.0
1694,189440.0
1695,171520.0
1696,265728.0
1697,168960.0
1698,339968.0
1699,352256.0
1700,278528.0
1701,300544.0
1702,224768.0
1703,231936.0
1704,267776.0
1705,259072.0
1706,350720.0
1707,230912.0
1708,211456.0
1709,238080.0
1710,217088.0
1711,273408.0
1712,265728.0
1713,266752.0
1714,205824.0
1715,220160.0
1716,179712.0
1717,191488.0
1718,156160.0
1719,210432.0
1720,244736.0
1721,163328.0
1722,134656.0
1723,159744.0
1724,219648.0
1725,253952.0
1726,179712.0
1727,152064.0
1728,187904.0
1729,186880.0
1730,154112.0
1731,135680.0
1732,112640.0
1733,111104.0
1734,125952.0
1735,127488.0
1736,102912.0
1737,339968.0
1738,276480.0
1739,258560.0
1740,179712.0
1741,163840.0
1742,191488.0
1743,195072.0
1744,322048.0
1745,222720.0
1746,192000.0
1747,207360.0
1748,193024.0
1749,139776.0
1750,131584.0
1751,233984.0
1752,119296.0
1753,146432.0
1754,181760.0
1755,180224.0
1756,180736.0
1757,122368.0
1758,158720.0
1759,176640.0
1760,162304.0
1761,126976.0
1762,179200.0
1763,198656.0
1764,118272.0
1765,175616.0
1766,197120.0
1767,216064.0
1768,157696.0
1769,162304.0
1770,179200.0
1771,122880.0
1772,145920.0
1773,100352.0
1774,173056.0
1775,174080.0
1776,152064.0
1777,131584.0
1778,159744.0
1779,147968.0
1780,183808.0
1781,141824.0
1782,59904.0
1783,130560.0
1784,89600.0
1785,123904.0
1786,143872.0
1787,148992.0
1788,48128.0
1789,97280.0
1790,40960.0
1791,195072.0
1792,158720.0
1793,126976.0
1794,179712.0
1795,130560.0
1796,144896.0
1797,115712.0
1798,133632.0
1799,120320.0
1800,155136.0
1801,108544.0
1802,130560.0
1803,165376.0
1804,134656.0
1805,146944.0
1806,135168.0
1807,167424.0
1808,109568.0
1809,118272.0
1810,146944.0
1811,117248.0
1812,113152.0
1813,131072.0
1814,118272.0
1815,33280.0
1816,109568.0
1817,120320.0
1818,181248.0
1819,118272.0
1820,38400.0
1821,115200.0
1822,151552.0
1823,43520.0
1824,155136.0
1825,142336.0
1826,112640.0
1827,103936.0
1828,155136.0
1829,161280.0
1830,162304.0
1831,154624.0
1832,100352.0
1833,154624.0
1834,104448.0
1835,98304.0
1836,116224.0
1837,92160.0
1838,108544.0
1839,124416.0
1840,142848.0
1841,135168.0
1842,96768.0
1843,109056.0
1844,147968.0
1845,141312.0
1846,154624.0
1847,192000.0
1848,55808.0
1849,117248.0
1850,132608.0
1851,155136.0
1852,138752.0
1853,112128.0
1854,173056.0
1855,172032.0
1856,229376.0
1857,108032.0
1858,126464.0
1859,120320.0
1860,141824.0
1861,114176.0
1862,300544.0
1863,290304.0
1864,290304.0
1865,310784.0
1866,306688.0
1867,212480.0
1868,275968.0
1869,208384.0
1870,221696.0
1871,230912.0
1872,174592.0
1873,240640.0
1874,134656.0
1875,184832.0
1876,189440.0
1877,208896.0
1878,190976.0
1879,131072.0
1880,135680.0
1881,235008.0
1882,233984.0
1883,189952.0
1884,197120.0
1885,199168.0
1886,264704.0
1887,224256.0
1888,248320.0
1889,162816.0
1890,90112.0
1891,120320.0
1892,80384.0
1893,140800.0
1894,126976.0
1895,135168.0
1896,120832.0
1897,104960.0
1898,101888.0
1899,161792.0
1900,142848.0
1901,188416.0
1902,150016.0
1903,224768.0
1904,142336.0
1905,194560.0
1906,168448.0
1907,198144.0
1908,139776.0
1909,175616.0
1910,147968.0
1911,224768.0
1912,311808.0
1913,134656.0
1914,53248.0
1915,311808.0
1916,16896.0
1917,240640.0
1918,135680.0
1919,171008.0
1920,154624.0
1921,320000.0
1922,303616.0
1923,237056.0
1924,204800.0
1925,214016.0
1926,328192.0
1927,131584.0
1928,155136.0
1929,129024.0
1930,126464.0
1931,129024.0
1932,126464.0
1933,159232.0
1934,166400.0
1935,172544.0
1936,181760.0
1937,171520.0
1938,184832.0
1939,292352.0
1940,207872.0
1941,166400.0
1942,176128.0
1943,228352.0
1944,338432.0
1945,392704.0
1946,135168.0
1947,276992.0
1948,173568.0
1949,233984.0
1950,212480.0
1951,270336.0
1952,212480.0
1953,218624.0
1954,185856.0
1955,128512.0
1956,265728.0
1957,151040.0
1958,249344.0
1959,139776.0
1960,90624.0
1961,133120.0
1962,107008.0
1963,113152.0
1964,110592.0
1965,158720.0
1966,165376.0
1967,317952.0
1968,381952.0
1969,372224.0
1970,380928.0
1971,404992.0
1972,371200.0
1973,302592.0
1974,336384.0
1975,-25088.0
1976,308736.0
1977,368128.0
1978,335360.0
1979,329216.0
1980,187904.0
1981,344576.0
1982,241664.0
1983,225280.0
1984,189952.0
1985,207360.0
1986,211968.0
1987,196096.0
1988,173568.0
1989,196608.0
1990,210944.0
1991,242176.0
1992,230912.0
1993,175616.0
1994,227840.0
1995,177664.0
1996,313856.0
1997,340480.0
1998,314880.0
1999,318976.0
2000,343552.0
2001,318976.0
2002,265728.0
2003,254464.0
2004,283136.0
2005,239104.0
2006,225280.0
2007,250368.0
2008,230400.0
2009,201216.0
2010,202240.0
2011,159744.0
2012,181760.0
2013,180224.0
2014,196096.0
2015,223232.0
2016,200192.0
2017,202752.0
2018,105984.0
2019,123392.0
2020,79360.0
2021,98816.0
2022,198144.0
2023,133120.0
2024,303616.0
2025,355328.0
2026,174080.0
2027,159744.0
2028,158208.0
2029,174592.0
2030,260608.0
2031,233472.0
2032,253952.0
2033,256512.0
2034,196096.0
2035,227840.0
2036,232960.0
2037,244224.0
2038,295424.0
2039,224768.0
2040,332288.0
2041,289280.0
2042,210432.0
2043,175616.0
2044,163840.0
2045,198144.0
2046,137728.0
2047,129536.0
2048,140800.0
2049,132096.0
2050,174592.0
2051,115712.0
2052,111616.0
2053,154624.0
2054,80896.0
2055,158720.0
2056,140288.0
2057,115200.0
2058,204800.0
2059,131584.0
2060,171008.0
2061,177664.0
2062,122880.0
2063,124416.0
2064,124416.0
2065,144896.0
2066,164352.0
2067,122880.0
2068,141824.0
2069,86528.0
2070,103424.0
2071,59392.0
2072,125952.0
2073,117248.0
2074,195072.0
2075,143360.0
2076,136192.0
2077,152576.0
2078,125952.0
2079,144896.0
2080,125440.0
2081,126464.0
2082,132608.0
2083,147456.0
2084,109568.0
2085,88064.0
2086,116224.0
2087,110592.0
2088,70656.0
2089,93696.0
2090,124416.0
2091,74240.0
2092,128512.0
2093,123904.0
2094,117760.0
2095,144896.0
2096,73728.0
2097,99840.0
2098,123904.0
2099,18944.0
2100,76288.0
2101,88064.0
2102,122368.0
2103,77824.0
2104,138752.0
2105,140800.0
2106,38400.0
2107,179200.0
2108,133120.0
2109,95744.0
2110,121344.0
2111,154112.0
2112,137216.0
2113,125952.0
2114,85504.0
2115,178688.0
2116,104960.0
2117,135168.0
2118,145920.0
2119,108032.0
2120,104960.0
2121,87552.0
2122,100864.0
2123,85504.0
2124,188416.0
2125,128000.0
2126,137728.0
2127,145920.0
2128,134656.0
2129,89600.0
2130,118272.0
2131,141312.0
2132,96768.0
2133,115200.0
2134,111104.0
2135,90624.0
2136,32256.0
2137,96768.0
2138,152064.0
2139,152064.0
2140,136704.0
2141,165376.0
2142,130560.0
2143,158208.0
2144,87552.0
2145,125440.0
2146,153600.0
2147,164864.0
2148,153088.0
2149,156672.0
2150,227840.0
2151,126976.0
2152,-1.6944337859727104e+17
2153,183296.0
2154,107520.0
2155,128512.0
2156,253440.0
2157,230400.0
2158,245248.0
2159,224768.0
2160,186880.0
2161,225280.0
2162,326656.0
2163,311296.0
2164,246272.0
2165,211968.0
2166,152576.0
2167,204288.0
2168,175616.0
2169,189952.0
2170,204288.0
2171,156160.0
2172,125440.0
2173,176128.0
2174,214528.0
2175,278528.0
2176,295424.0
2177,239616.0
2178,207360.0
2179,126464.0
2180,209920.0
2181,184832.0
2182,207872.0
2183,187904.0
2184,103936.0
2185,117248.0
2186,146944.0
2187,166912.0
2188,150016.0
2189,282624.0
2190,54784.0
2191,64000.0
2192,93184.0
2193,110080.0
2194,104960.0
2195,120320.0
2196,123392.0
2197,100864.0
2198,163840.0
2199,173568.0
2200,140800.0
2201,132096.0
2202,241664.0
2203,133120.0
2204,173568.0
2205,118272.0
2206,158720.0
2207,171520.0
2208,239104.0
2209,236032.0
2210,162304.0
2211,124416.0
2212,129536.0
2213,119296.0
2214,126464.0
2215,88576.0
2216,144896.0
2217,36352.0
2218,59904.0
2219,77312.0
2220,70144.0
2221,303616.0
2222,263680.0
2223,289792.0
2224,209408.0
2225,100352.0
2226,173568.0
2227,217600.0
2228,269824.0
2229,225792.0
2230,149504.0
2231,208384.0
2232,182784.0
2233,176128.0
2234,260608.0
2235,243712.0
2236,233472.0
2237,293376.0
2238,200704.0
2239,86528.0
2240,159744.0
2241,137728.0
2242,96256.0
2243,115712.0
2244,102912.0
2245,117248.0
2246,142848.0
2247,121344.0
2248,119296.0
2249,108544.0
2250,121344.0
2251,139264.0
2252,181760.0
2253,156160.0
2254,181248.0
2255,189440.0
2256,177664.0
2257,195584.0
2258,165376.0
2259,175616.0
2260,113664.0
2261,232448.0
2262,235008.0
2263,368128.0
2264,439808.0
2265,129536.0
2266,287232.0
2267,363008.0
2268,372736.0
2269,155648.0
2270,191488.0
2271,201216.0
2272,237056.0
2273,154112.0
2274,175616.0
2275,125440.0
2276,168960.0
2277,165888.0
2278,163840.0
2279,95744.0
2280,99328.0
2281,147456.0
2282,165376.0
2283,123392.0
2284,125440.0
2285,156160.0
2286,127488.0
2287,365056.0
2288,294912.0
2289,322560.0
2290,405504.0
2291,347648.0
2292,388096.0
2293,407040.0
2294,365568.0
2295,464384.0
2296,261632.0
2297,346112.0
2298,335360.0
2299,348672.0
2300,318464.0
2301,340480.0
2302,282624.0
2303,281088.0
2304,276992.0
2305,227840.0
2306,217600.0
2307,226816.0
2308,240128.0
2309,308736.0
2310,232960.0
2311,202240.0
2312,195584.0
2313,168960.0
2314,182784.0
2315,182272.0
2316,217600.0
2317,189952.0
2318,181248.0
2319,186368.0
2320,189440.0
2321,229888.0
2322,205312.0
2323,194048.0
2324,193024.0
2325,210432.0
2326,188928.0
2327,197120.0
2328,214528.0
2329,189440.0
2330,176640.0
2331,348160.0
2332,379904.0
2333,328192.0
2334,287744.0
2335,311808.0
2336,314368.0
2337,195584.0
2338,247296.0
2339,225280.0
2340,379904.0
2341,205824.0
2342,250880.0
2343,232448.0
2344,229888.0
2345,235520.0
2346,219136.0
2347,201216.0
2348,247296.0
2349,197120.0
2350,305664.0
2351,250368.0
2352,245760.0
2353,247808.0
2354,156672.0
2355,166912.0
2356,156160.0
2357,200704.0
2358,207360.0
2359,103936.0
2360,117248.0
2361,135168.0
2362,253440.0
2363,160256.0
2364,188416.0
2365,211456.0
2366,182272.0
2367,212480.0
2368,208384.0
2369,209408.0
2370,181760.0
2371,172032.0
2372,186880.0
2373,287232.0
2374,291328.0
2375,204288.0
2376,304640.0
2377,316928.0
2378,154624.0
2379,202240.0
2380,138752.0
2381,151040.0
